marca,modelo,año,precio,transmision,rendimiento,combustible,litros,motor,tipo_vehiculo,pasajeros,gerente_id,colores,caracteristicas,extras,enganche,plazos,fotos_3d,ficha_tecnica,entrega
Kia,Sportage,2016,294999.0,Automático,12.7,Gasolina,2,V8,Hatchback,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Oscuro', 'valor_hexadecimal': '#696969', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_666158-MLM89255961119_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_438017-MLM41462131574_022023-O.jpg']}, {'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_525104-MLM95831476126_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_460329-MLM72273149588_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_649305-MLM92273437455_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_690919-MLM84143398598_022023-O.jpg']}, {'nombre': 'Gris Medio', 'valor_hexadecimal': '#808080', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_693104-MLM88814967291_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_163231-MLM65303184481_022023-O.jpg']}, {'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_699463-MLM98396792081_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_440010-MLM81666271068_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_157296-MLM51350792674_022023-O.jpg']}]","['Cámara de visión trasera', 'Asistente de mantenimiento de carril', 'Techo solar', 'Encendido sin llave', 'Sistema de reconocimiento de voz']","[{'titulo': 'Espejos Laterales Eléctricos', 'precio': 2500.0, 'descripcion': 'Permite ajustar los espejos exteriores de forma electrónica'}, {'titulo': 'Sistema de Frenos de Disco', 'precio': 5000.0, 'descripcion': 'Proporciona un frenado más eficiente y seguro'}, {'titulo': 'Sistema de Arranque por Botón', 'precio': 4000.0, 'descripcion': 'Permite encender el motor con solo presionar un botón'}, {'titulo': 'Asientos con Memoria', 'precio': 5500.0, 'descripcion': 'Permite guardar y recuperar configuraciones personalizadas de asientos'}]","[15, 20, 40]","{'12': 5.2, '24': 5.3, '36': 5.4, '48': 5.6000000000000005, '60': 5.8}","['https://http2.mlstatic.com/D_NQ_NP_149658-MLM52426159302_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_297898-MLM14862219970_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_161160-MLM93032235076_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 4100, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Mazda,Mazda 2,2019,274999.0,Automático,18.5,Gasolina,1.5,Boxer-4,Familiar,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Azulado', 'valor_hexadecimal': '#708090', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_148437-MLM43930224580_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_822737-MLM65301023543_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_664544-MLM75590735938_022023-O.jpg']}, {'nombre': 'Blanco Nieve', 'valor_hexadecimal': '#FFFAFA', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_662607-MLM79966417274_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_150789-MLM23037478188_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_499219-MLM51617550674_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_117754-MLM80114481592_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_616391-MLM99089142522_022023-O.jpg']}, {'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_331363-MLM83194193370_022023-O.jpg']}]","['Sistema de frenado regenerativo', 'Sistema de frenado de emergencia', 'Asientos con calefacción', 'Faros LED']","[{'titulo': 'Sistema de Frenos de Disco', 'precio': 5000.0, 'descripcion': 'Proporciona un frenado más eficiente y seguro'}, {'titulo': 'Sistema de Detección de Punto Ciego', 'precio': 7000.0, 'descripcion': 'Advierte al conductor sobre vehículos en el punto ciego'}, {'titulo': 'Espejos Retrovisores con Calefacción', 'precio': 3500.0, 'descripcion': 'Descongela y evita la formación de hielo en los espejos retrovisores'}, {'titulo': 'Asistente de Arranque en Pendientes', 'precio': 3500.0, 'descripcion': 'Facilita el arranque en pendientes sin deslizamientos hacia atrás'}, {'titulo': 'Control de Estabilidad Electrónico', 'precio': 5500.0, 'descripcion': 'Mejora la estabilidad y el control del vehículo en situaciones de emergencia'}]","[10, 15]","{'12': 5.9, '24': 6.0, '36': 6.1000000000000005, '48': 6.300000000000001, '60': 6.5}",['https://http2.mlstatic.com/D_NQ_NP_328298-MLM48440824158_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 6515, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Suzuki,Ignis,2021,271999.0,Manual,19.6,Gasolina,1.2,Inline-4,SUV,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_339786-MLM65225206646_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_788334-MLM53403828755_022023-O.jpg']}]","['Sistema de monitoreo de presión de neumáticos', 'Sistema de asistencia de estacionamiento', 'Sistema de reconocimiento de voz', 'Sistema de arranque remoto']","[{'titulo': 'Sistema de Sonido Surround', 'precio': 6000.0, 'descripcion': 'Brinda una experiencia de audio envolvente en todo el vehículo'}, {'titulo': 'Sistema de Reconocimiento de Señales de Tráfico', 'precio': 7000.0, 'descripcion': 'Detecta y muestra en el panel de instrumentos las señales de tráfico relevantes'}]","[15, 25, 30, 40]","{'12': 4.8, '24': 4.8999999999999995, '36': 5.0, '48': 5.2, '60': 5.3999999999999995}","['https://http2.mlstatic.com/D_NQ_NP_940422-MLM55157108012_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_148330-MLM97231070431_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 8487, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Baic,X25,2017,223999.0,Manual,17.4,Gasolina,1.5,V6,Camioneta,7,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_447862-MLM69051064338_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_524788-MLM17049483403_022023-O.jpg']}, {'nombre': 'Blanco Nieve', 'valor_hexadecimal': '#FFFAFA', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_564311-MLM99270156091_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_300903-MLM67341148673_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_241449-MLM17379092664_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_640068-MLM59831675544_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_230462-MLM71672922190_022023-O.jpg']}, {'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_536263-MLM41268081954_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_736556-MLM38592790336_022023-O.jpg']}]","['Sistema de navegación', 'Faros LED', 'Espejos eléctricos', 'Encendido sin llave']","[{'titulo': 'Sistema de Frenado de Emergencia', 'precio': 7500.0, 'descripcion': 'Aplica frenos de forma automática para evitar colisiones o reducir su impacto'}, {'titulo': 'Sistema de Asistencia de Mantenimiento de Carril', 'precio': 7500.0, 'descripcion': 'Ayuda a mantener el vehículo en el centro del carril de manera automática'}]","[15, 20]","{'12': 5.6, '24': 5.699999999999999, '36': 5.8, '48': 6.0, '60': 6.199999999999999}","['https://http2.mlstatic.com/D_NQ_NP_658388-MLM89267896647_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_249534-MLM64239698416_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_378692-MLM84356412352_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_774513-MLM67896403397_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_635575-MLM47559021876_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 3160, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Fiat,500,2019,461999.0,Automático,14.5,Gasolina,1.4,V8,Deportivo,3,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Oscuro', 'valor_hexadecimal': '#696969', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_369034-MLM76586798275_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_970395-MLM41675693258_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_809614-MLM15590779515_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_403919-MLM68766093342_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_904482-MLM89346793644_022023-O.jpg']}]","['Tecnología Bluetooth', 'Sistema de monitoreo de presión de neumáticos', 'Sistema de navegación']","[{'titulo': 'Sistema de Arranque por Botón', 'precio': 4000.0, 'descripcion': 'Permite encender el motor con solo presionar un botón'}, {'titulo': 'Sistema de Reconocimiento de Señales de Tráfico', 'precio': 7000.0, 'descripcion': 'Detecta y muestra en el panel de instrumentos las señales de tráfico relevantes'}, {'titulo': 'Asistente de Arranque en Pendientes', 'precio': 3500.0, 'descripcion': 'Facilita el arranque en pendientes sin deslizamientos hacia atrás'}]","[25, 30, 35, 40]","{'12': 4.0, '24': 4.1, '36': 4.2, '48': 4.4, '60': 4.6}","['https://http2.mlstatic.com/D_NQ_NP_744337-MLM26292111973_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_924356-MLM64945697885_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 6453, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Nissan,March,2021,302999.0,Manual,16.1,Gasolina,1.6,V6,Deportivo,3,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Oscuro', 'valor_hexadecimal': '#696969', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_262898-MLM92129225816_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_602193-MLM28289622114_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_911878-MLM31535080784_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_237728-MLM42427292652_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_420939-MLM42004658195_022023-O.jpg']}, {'nombre': 'Azul Oscuro', 'valor_hexadecimal': '#00008B', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_666313-MLM79650616620_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_201544-MLM31924953101_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_104298-MLM46998770308_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_619513-MLM86788210890_022023-O.jpg']}, {'nombre': 'Plata', 'valor_hexadecimal': '#C0C0C0', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_469048-MLM27156575151_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_596641-MLM35332574674_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_484092-MLM84823508301_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_346449-MLM80580807520_022023-O.jpg']}, {'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_110528-MLM87142471890_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_101506-MLM60330225261_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_973859-MLM25790130294_022023-O.jpg']}]","['Tecnología Bluetooth', 'Sistema de navegación', 'Sistema de monitoreo de presión de neumáticos']","[{'titulo': 'Volante Forrado en Cuero', 'precio': 3000.0, 'descripcion': 'Proporciona un agarre suave y cómodo durante la conducción'}, {'titulo': 'Encendido Automático de Luces', 'precio': 3500.0, 'descripcion': 'Activa y desactiva las luces del vehículo automáticamente según las condiciones de luz'}, {'titulo': 'Sistema de Aviso de Cambio de Carril', 'precio': 6500.0, 'descripcion': 'Alerta al conductor cuando se produce un cambio de carril involuntario'}, {'titulo': 'Asientos con Memoria', 'precio': 5500.0, 'descripcion': 'Permite guardar y recuperar configuraciones personalizadas de asientos'}, {'titulo': 'Sistema de Frenos de Disco', 'precio': 5000.0, 'descripcion': 'Proporciona un frenado más eficiente y seguro'}]","[10, 15, 35, 40]","{'12': 5.7, '24': 5.8, '36': 5.9, '48': 6.1000000000000005, '60': 6.3}",['https://http2.mlstatic.com/D_NQ_NP_536931-MLM71159225307_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 5812, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Toyota,Corolla,2020,414999.0,Automático,29.4,Híbrido,1.8,Inline-4 Hybrid,Hatchback,5,646e3b245ecacccc95b27c1e,"[{'nombre': 'Beige', 'valor_hexadecimal': '#F5F5DC', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_683284-MLM86806843724_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_410432-MLM41291149867_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_907812-MLM82221380025_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_779266-MLM30370405149_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_196175-MLM94150303293_022023-O.jpg']}]","['Faros LED', 'Sistema de reconocimiento de voz', 'Tecnología Bluetooth', 'Control de tracción', 'Encendido sin llave']","[{'titulo': 'Control de Crucero Inteligente', 'precio': 8500.0, 'descripcion': 'Mantiene una velocidad constante y segura adaptándose al tráfico'}, {'titulo': 'Asientos con Memoria', 'precio': 5500.0, 'descripcion': 'Permite guardar y recuperar configuraciones personalizadas de asientos'}]","[10, 30, 35, 40]","{'12': 4.1, '24': 4.199999999999999, '36': 4.3, '48': 4.5, '60': 4.699999999999999}",['https://http2.mlstatic.com/D_NQ_NP_143229-MLM78532193774_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 9153, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Kia,Forte,2017,219999.0,Manual,15.9,Gasolina,2,V8,Deportivo,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_173934-MLM87475988431_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_969792-MLM44937944799_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_640629-MLM87421683260_022023-O.jpg']}, {'nombre': 'Negro Azabache', 'valor_hexadecimal': '#0D0D0D', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_214647-MLM49746438016_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_856160-MLM25572198588_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_865037-MLM91404186853_022023-O.jpg']}]",['Aire acondicionado'],"[{'titulo': 'Sistema de Asistencia de Mantenimiento de Carril', 'precio': 7500.0, 'descripcion': 'Ayuda a mantener el vehículo en el centro del carril de manera automática'}, {'titulo': 'Sistema de Detección de Punto Ciego', 'precio': 7000.0, 'descripcion': 'Advierte al conductor sobre vehículos en el punto ciego'}]","[15, 20, 25, 30, 40]","{'12': 5.6, '24': 5.699999999999999, '36': 5.8, '48': 6.0, '60': 6.199999999999999}","['https://http2.mlstatic.com/D_NQ_NP_922621-MLM27489602045_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_551345-MLM88162337850_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_693079-MLM22405414536_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_367007-MLM92277384395_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_395268-MLM65983917590_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 14714, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Mazda,Mazda 3,2016,276999.0,Automático,9.8,Gasolina,2.5,Inline-6,SUV,6,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Azulado', 'valor_hexadecimal': '#708090', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_456815-MLM77183060732_022023-O.jpg']}]","['Sensor de estacionamiento', 'Reproductor de CD/DVD', 'Sistema de monitoreo de presión de neumáticos', 'Conectividad USB']","[{'titulo': 'Sistema de Sonido Premium', 'precio': 7000.0, 'descripcion': 'Ofrece una experiencia de audio envolvente de alta fidelidad'}, {'titulo': 'Asientos con Memoria', 'precio': 5500.0, 'descripcion': 'Permite guardar y recuperar configuraciones personalizadas de asientos'}, {'titulo': 'Control de Crucero Inteligente', 'precio': 8500.0, 'descripcion': 'Mantiene una velocidad constante y segura adaptándose al tráfico'}, {'titulo': 'Sistema de Asistencia de Mantenimiento de Carril', 'precio': 7500.0, 'descripcion': 'Ayuda a mantener el vehículo en el centro del carril de manera automática'}, {'titulo': 'Climatizador Automático', 'precio': 4500.0, 'descripcion': 'Regula automáticamente la temperatura y el flujo de aire en el vehículo'}]","[15, 25, 30]","{'12': 4.6, '24': 4.699999999999999, '36': 4.8, '48': 5.0, '60': 5.199999999999999}",['https://http2.mlstatic.com/D_NQ_NP_768828-MLM40613582231_022023-O.jpg'],https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 4609, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Jeep,Grand Cherokee,2015,458999.0,Automático,9.2,Gasolina,3.6,Inline-5,Familiar,7,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Medio', 'valor_hexadecimal': '#808080', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_924011-MLM73378713127_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_784590-MLM74504892024_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_738046-MLM98541338593_022023-O.jpg']}, {'nombre': 'Gris Oscuro', 'valor_hexadecimal': '#696969', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_201875-MLM73350376690_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_953026-MLM79461191303_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_222159-MLM25290353426_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_741598-MLM71555420938_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_418229-MLM85619417529_022023-O.jpg']}, {'nombre': 'Blanco Perla', 'valor_hexadecimal': '#F8F8FF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_804457-MLM51595083944_022023-O.jpg']}, {'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_804884-MLM14185901255_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_296447-MLM90339476429_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_550252-MLM53108444263_022023-O.jpg']}]","['Asientos de cuero', 'Volante multifuncional']","[{'titulo': 'Espejos Laterales Eléctricos', 'precio': 2500.0, 'descripcion': 'Permite ajustar los espejos exteriores de forma electrónica'}, {'titulo': 'Alerta de Cambio de Carril', 'precio': 6000.0, 'descripcion': 'Advierte al conductor cuando se desvía involuntariamente de su carril'}, {'titulo': 'Sistema de Sonido Surround', 'precio': 6000.0, 'descripcion': 'Brinda una experiencia de audio envolvente en todo el vehículo'}, {'titulo': 'Sistema de Frenado de Emergencia con Detección de Peatones', 'precio': 10000.0, 'descripcion': 'Frena automáticamente si detecta peatones en la trayectoria del vehículo'}]","[10, 15, 35]","{'12': 4.1, '24': 4.199999999999999, '36': 4.3, '48': 4.5, '60': 4.699999999999999}","['https://http2.mlstatic.com/D_NQ_NP_645855-MLM65838550984_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_726552-MLM78974327209_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_778565-MLM17197925748_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_645376-MLM60232910415_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 4416, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Seat,Ibiza,2017,285999.0,Manual,17.5,Gasolina,1.2,Boxer-4,Familiar,6,646e3b245ecacccc95b27c1e,"[{'nombre': 'Gris Azulado', 'valor_hexadecimal': '#708090', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_826512-MLM53214420957_022023-O.jpg']}, {'nombre': 'Beige', 'valor_hexadecimal': '#F5F5DC', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_477115-MLM76095224715_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_403774-MLM40888778376_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_765680-MLM24971348964_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_515820-MLM31157570031_022023-O.jpg']}]","['Sensor de estacionamiento', 'Sistema de navegación', 'Encendido sin llave', 'Asistente de mantenimiento de carril']","[{'titulo': 'Sistema de Asistencia al Estacionamiento en Paralelo', 'precio': 8000.0, 'descripcion': 'Ayuda al conductor a estacionar el vehículo de manera precisa en espacios paralelos'}, {'titulo': 'Luces Delanteras LED', 'precio': 6000.0, 'descripcion': 'Ofrece una iluminación más brillante y nítida con menor consumo de energía'}, {'titulo': 'Sistema de Frenado de Emergencia', 'precio': 7500.0, 'descripcion': 'Aplica frenos de forma automática para evitar colisiones o reducir su impacto'}]","[15, 30]","{'12': 5.9, '24': 6.0, '36': 6.1000000000000005, '48': 6.300000000000001, '60': 6.5}","['https://http2.mlstatic.com/D_NQ_NP_856203-MLM63405395587_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_530128-MLM83197502248_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_842645-MLM68710803465_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_544264-MLM14017301542_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_705499-MLM95113381701_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 6730, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
Chevrolet,Aveo,2020,242999.0,Manual,17.5,Gasolina,1.6,Inline-4,Hatchback,4,646e3b245ecacccc95b27c1e,"[{'nombre': 'Rojo Oscuro', 'valor_hexadecimal': '#8B0000', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_181749-MLM32276193556_022023-O.jpg']}, {'nombre': 'Gris Claro', 'valor_hexadecimal': '#D3D3D3', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_300656-MLM40516865845_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_971191-MLM95426179726_022023-O.jpg']}, {'nombre': 'Blanco', 'valor_hexadecimal': '#FFFFFF', 'imagenes': ['https://http2.mlstatic.com/D_NQ_NP_265817-MLM60471757689_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_205849-MLM23329910296_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_517962-MLM19281712408_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_617682-MLM86627822762_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_794331-MLM25540304593_022023-O.jpg']}]","['Sistema de sonido premium', 'Espejos eléctricos']","[{'titulo': 'Sensores de Estacionamiento Delanteros y Traseros', 'precio': 5500.0, 'descripcion': 'Proporciona advertencias audibles y visuales para facilitar el estacionamiento'}]","[10, 20, 25, 30, 40]","{'12': 5.5, '24': 5.6, '36': 5.7, '48': 5.9, '60': 6.1}","['https://http2.mlstatic.com/D_NQ_NP_670062-MLM92274834115_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_354959-MLM22077553902_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_898375-MLM37759943754_022023-O.jpg', 'https://http2.mlstatic.com/D_NQ_NP_133980-MLM19137590034_022023-O.jpg']",https://github.com/SFMBa01029956/TC3005B.501,"[{'nombre': 'Domicilio', 'precio': 13810, 'descripcion': 'Lo llevamos a la puerta de tu casa'}, {'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}]"
