marca,modelo,año,precio,transmision,rendimiento,combustible,litros
 Hyundai , Accent ,2019,254999.0,Automático,16.1,Gasolina,1.6
 Toyota , Sienna ,2016,448999.0,Automático,9.6,Gasolina,3.5
 Chevrolet , Cruze ,2017,245999.0,Automático,17.2,Gasolina,1.4
 Mazda , CX-5 ,2017,379999.0,Automático,14.7,Gasolina,2
 Nissan , Sentra ,2018,241999.0,Manual,14.3,Gasolina,1.8
 Chevrolet , Traverse ,2017,389999.0,Automático,9.7,Gasolina,3.6
 Mercedes Benz , Clase Cla ,2017,461999.0,Automático,15.4,Gasolina,1.6
 Kia , Soul ,2017,301999.0,Automático,13.2,Gasolina,2
 Chevrolet , Aveo ,2018,214999.0,Automático,16.7,Gasolina,1.6
 Mazda , Mazda 3 ,2018,308999.0,Automático,9.8,Gasolina,2.5
 Fiat , Uno ,2018,191999.0,Manual,14.7,Gasolina,1.4
 Mitsubishi , Mirage ,2017,197999.0,Manual,21.3,Gasolina,1.2
 Buick , Encore ,2016,302999.0,Automático,13.2,Gasolina,1.4
 Mazda , Mazda 6 ,2020,461999.0,Automático,14.1,Gasolina,2.5
 Ford , Fiesta ,2016,206999.0,Automático,16.1,Gasolina,1.6
 Nissan , March ,2021,297999.0,Manual,16.1,Gasolina,1.6
 Mazda , CX-5 ,2018,462999.0,Automático,10.0,Gasolina,2
 Chevrolet , Aveo ,2022,285999.0,Manual,17.5,Gasolina,1.6
 Mini , Cooper S ,2019,642999.0,Automático,13.3,Gasolina,2
 Toyota , Corolla ,2015,250999.0,Automático,15.9,Gasolina,1.8
 Audi , A4 ,2017,484999.0,Automático,12.7,Híbrido,2.5
 Renault , Duster ,2018,238999.0,Automático,12.7,Gasolina,2
 Nissan , Kicks ,2018,323999.0,Automático,17.5,Gasolina,1.6
 Chevrolet , Cavalier ,2019,283999.0,Automático,16.7,Gasolina,1.5
 Nissan , Sentra ,2018,254999.0,Manual,14.3,Gasolina,1.8
 Nissan , Sentra ,2017,214999.0,Manual,14.3,Gasolina,1.8
 Suzuki , Jimny ,2021,471999.0,Manual,13.2,Gasolina,1.5
 Volkswagen , Vento ,2020,246999.0,Automático,14.3,Gasolina,1.6
 Ford , Eco Sport ,2016,247999.0,Automático,12.5,Gasolina,2
 Volkswagen , Beetle ,2017,342999.0,Automático,11.2,Gasolina,2.5
 Kia , Optima ,2017,310999.0,Automático,13.3,Gasolina,2
 Volkswagen , Gol ,2019,234999.0,Manual,14.9,Gasolina,1.6
 Bmw , Serie 3 ,2017,411999.0,Automático,12.8,Gasolina,1.5
 Suzuki , Ignis ,2019,221999.0,Manual,5.1,Gasolina,1.2
 Kia , Forte ,2020,405999.0,Automático,15.9,Gasolina,2
 Chevrolet , Aveo ,2018,220999.0,Manual,17.5,Gasolina,1.6
 Volkswagen , Golf A7 ,2017,345999.0,Automático,15.9,Gasolina,1.4
 Hyundai , Grand i10 ,2015,173999.0,Manual,17.5,Gasolina,1.2
 Mini , Cooper ,2017,371999.0,Automático,17.5,Gasolina,1.5
 Nissan , Versa ,2018,211999.0,Manual,16.4,Gasolina,1.6
 Nissan , March ,2017,210999.0,Automático,15.2,Gasolina,1.6
 Volkswagen , Beetle ,2018,422999.0,Automático,11.2,Gasolina,2.5
 Chevrolet , Trax ,2016,243999.0,Automático,15.2,Gasolina,1.8
 Kia , Sportage ,2016,301999.0,Automático,12.7,Gasolina,2
 Audi , Q3 ,2018,467999.0,Automático,12.8,Gasolina,1.4
 Chevrolet , Traverse ,2016,333999.0,Automático,9.7,Gasolina,3.6
 Nissan , Sentra ,2019,261999.0,Automático,17.2,Gasolina,1.8
 Mazda , Mazda 2 ,2019,291999.0,Automático,18.5,Gasolina,1.5
 Nissan , NP 300 ,2019,409999.0,Manual,9.0,Gasolina,2.5
 Ford , Ranger ,2020,531999.0,Manual,9.5,Gasolina,2.5
 Kia , Rio ,2016,211999.0,Manual,15.6,Gasolina,1.6
 Renault , Duster ,2018,243999.0,Automático,12.3,Gasolina,2
 Seat , Ibiza ,2017,226999.0,Manual,17.2,Gasolina,1.2
 Mazda , CX-5 ,2018,469999.0,Automático,10.0,Gasolina,2
 Mazda , Cx-3 ,2017,332999.0,Automático,15.4,Gasolina,2
 Kia , Rio ,2018,265999.0,Automático,15.6,Gasolina,1.6
 Volkswagen , Vento ,2018,212999.0,Manual,14.3,Gasolina,1.6
 Chevrolet , Trax ,2020,375999.0,Automático,15.2,Gasolina,1.8
 Honda , Hr-V ,2019,415999.0,Automático,15.2,Gasolina,1.8
 Peugeot , 208 ,2019,268999.0,Manual,16.9,Gasolina,1.6
 Audi , Q2 ,2019,578999.0,Automático,14.9,Gasolina,1.4
 Kia , Rio ,2019,288999.0,Manual,15.6,Gasolina,1.6
 Mazda , Cx-3 ,2017,303999.0,Automático,15.4,Gasolina,2
 Hyundai , Creta ,2020,417999.0,Automático,14.3,Gasolina,1.6
 Kia , Forte ,2018,280999.0,Manual,13.2,Gasolina,2
 Jac , J7 ,2022,411999.0,Automático,11.1,Gasolina,1.6
 Kia , Forte ,2018,245999.0,Manual,15.9,Gasolina,2
 Nissan , Versa ,2018,218999.0,Manual,16.4,Gasolina,1.6
 Chevrolet , Aveo ,2020,232999.0,Manual,17.5,Gasolina,1.6
 Chevrolet , Onix ,2021,330999.0,Automático,16.4,Gasolina,1.6
 Nissan , Sentra ,2018,258999.0,Manual,14.3,Gasolina,1.8
 Hyundai , Ioniq ,2018,384999.0,Automático,28.6,Gasolina,1.6
 Chevrolet , Sonic ,2017,224999.0,Automático,13.0,Gasolina,1.6
 Volkswagen , Vento ,2018,245999.0,Manual,13.9,Gasolina,1.6
 Kia , Sportage ,2019,411999.0,Automático,7.9,Gasolina,2
 Chevrolet , Aveo ,2017,194999.0,Automático,6.0,Gasolina,1.6
 Renault , Captur ,2020,360999.0,Automático,8.3,Gasolina,2
 Suzuki , Swift ,2017,248999.0,Automático,20.4,Gasolina,1
 Seat , Ibiza ,2020,305999.0,Manual,15.9,Gasolina,1.6
 Volkswagen , GTI Golf A7 ,2020,618999.0,Automático,14.5,Gasolina,1.6
 Mazda , Mazda 3 ,2016,263999.0,Automático,9.8,Gasolina,2.5
 Ford , Escape ,2015,252999.0,Automático,9.8,Gasolina,"2,5"
 Chevrolet , Cruze ,2017,226999.0,Automático,17.2,Gasolina,1.4
 Volkswagen , Beetle ,2019,485999.0,Automático,11.2,Gasolina,2.5
 Toyota , Sienna ,2016,456999.0,Automático,9.6,Gasolina,3.5
 Kia , Sportage ,2017,331999.0,Automático,12.7,Gasolina,2.4
 Mazda , Mazda 3 ,2016,248999.0,Manual,15.4,Gasolina,2
 Dodge , Challenger ,2015,472999.0,Automático,7.4,Gasolina,3.6
 Honda , City ,2018,285999.0,Automático,18.2,Gasolina,1.5
 Seat , Ibiza ,2017,226999.0,Manual,15.9,Gasolina,1.6
 Chevrolet , Beat ,2019,220999.0,Manual,18.2,Gasolina,1.2
 Kia , Forte ,2020,306999.0,Manual,15.9,Gasolina,2
 Kia , Rio ,2018,294999.0,Automático,15.6,Gasolina,1.6
 Mazda , Cx-3 ,2016,301999.0,Automático,15.4,Gasolina,2
 Mazda , CX-5 ,2015,309999.0,Automático,14.7,Gasolina,2
 Chevrolet , Aveo ,2018,207999.0,Manual,17.5,Gasolina,1.6
 Nissan , Sentra ,2020,352999.0,Automático,17.2,Gasolina,1.8
 Bmw , Serie 1 ,2017,395999.0,Automático,13.3,Gasolina,2
 Toyota , Sienna ,2016,456999.0,Automático,9.6,Gasolina,3.5
 Chevrolet , Trax ,2016,262999.0,Automático,15.2,Gasolina,1.8
 Kia , Sorento ,2016,321999.0,Automático,12.8,Gasolina,2.4
 Mazda , CX-5 ,2015,286999.0,Automático,14.5,Gasolina,2
 Ford , Escape ,2018,392999.0,Automático,9.8,Gasolina,2
 Nissan , Kicks ,2019,326999.0,Automático,16.9,Gasolina,1.6
 Mercedes Benz , Clase Gla ,2018,460999.0,Automático,13.5,Gasolina,1.6
 Chevrolet , Beat ,2021,261999.0,Manual,18.2,Gasolina,1.2
 Bmw , Serie 4 ,2016,375999.0,Automático,12.8,Gasolina,2
 Audi , A4 ,2016,329999.0,Automático,11.9,Gasolina,1.8
 Suzuki , Swift ,2019,272999.0,Manual,19.2,Gasolina,1
 Infiniti , QX60 ,2017,608999.0,Automático,14.7,Gasolina,2.5
 Kia , Rio ,2018,237999.0,Manual,15.6,Gasolina,1.6
 Bmw , Serie 4 ,2016,402999.0,Automático,12.8,Gasolina,2
 Buick , Verano ,2015,244999.0,Automático,9.9,Gasolina,2
 Kia , Forte ,2017,264999.0,Automático,13.2,Gasolina,2
 Seat , Arona ,2019,350999.0,Automático,14.3,Gasolina,1.6
 Bmw , Serie 2 ,2017,447999.0,Automático,13.2,Gasolina,2
 Volkswagen , Polo ,2019,228999.0,Manual,14.5,Gasolina,1.6
 Toyota , RAV4 ,2016,349999.0,Automático,13.9,Gasolina,2.5
 Chevrolet , Sonic ,2016,257999.0,Manual,14.7,Gasolina,1.4
 Mazda , Cx-3 ,2017,314999.0,Automático,15.4,Gasolina,2
 Kia , Sorento ,2018,382999.0,Automático,12.8,Gasolina,2.4
 Mazda , Mazda 2 ,2019,275999.0,Automático,18.5,Gasolina,1.5
 Volkswagen , Jetta A6 ,2018,268999.0,Manual,12.3,Gasolina,2
 Bmw , X5 ,2015,535999.0,Automático,7.6,Gasolina,3
 Seat , Toledo ,2018,254999.0,Manual,19.2,Gasolina,1
 Chevrolet , Sonic ,2017,203999.0,Automático,13.3,Gasolina,1.6
 Volvo , Xc90 ,2016,606999.0,Automático,12.7,Gasolina,2
 Nissan , March ,2018,228999.0,Manual,16.1,Gasolina,1.6
 Hyundai , Ioniq ,2019,471999.0,Automático,28.6,Gasolina,1.6
 Dodge , Journey ,2016,320999.0,Automático,8.2,Gasolina,3.6
 Jeep , Patriot ,2017,336999.0,Automático,9.5,Gasolina,2.4
 Mercedes Benz , Clase Glk ,2015,385999.0,Automático,7.4,Gasolina,3
 Hyundai , Creta ,2017,275999.0,Automático,14.3,Gasolina,1.6
 Kia , Sportage ,2019,408999.0,Automático,12.7,Gasolina,2
 Toyota , Prius ,2017,355999.0,Automático,31.3,Gasolina,1.8
 Renault , Stepway ,2018,218999.0,Manual,15.2,Gasolina,1.6
 Nissan , Kicks ,2018,312999.0,Automático,16.9,Gasolina,1.6
 Volkswagen , Amarok ,2020,803999.0,Automático,12.0,Gasolina,2
 Nissan , Versa ,2019,212999.0,Manual,15.9,Gasolina,1.6
 Chevrolet , Tracker ,2021,462999.0,Automático,15.2,Gasolina,1.2
 Audi , A1 Sportback ,2018,371999.0,Automático,15.6,Gasolina,1.4
 Volkswagen , Jetta A6 ,2018,292999.0,Automático,11.8,Gasolina,2.5
 Audi , Q5 Quattro ,2018,668999.0,Automático,11.2,Gasolina,2
 Nissan , Versa ,2019,250999.0,Manual,16.4,Gasolina,1.6
 Jeep , Cherokee ,2015,314999.0,Automático,9.9,Gasolina,2.4
 Volkswagen , Tiguan ,2017,345999.0,Automático,14.9,Gasolina,1.4
 Mercedes Benz , Clase Glc ,2019,728999.0,Automático,10.6,Gasolina,2
 Bmw , Serie 7 ,2018,1224999.0,Automático,6.1,Gasolina,"4,4"
 Kia , Sorento ,2017,342999.0,Automático,12.8,Gasolina,"2,4"
 Honda , CR-V ,2017,415999.0,Automático,9.7,Gasolina,1.5
 Chevrolet , Sonic ,2016,190999.0,Automático,13.3,Gasolina,1.6
 Nissan , X Trail ,2018,331999.0,Automático,13.5,Gasolina,2.5
 Chevrolet , Malibu ,2016,264999.0,Automático,14.7,Gasolina,1.5
 Mercedes Benz , Clase C ,2016,863999.0,Automático,9.0,Gasolina,4
 Seat , Toledo ,2018,230999.0,Automático,14.7,Gasolina,1.6
 Nissan , Sentra ,2017,210999.0,Manual,14.3,Gasolina,1.8
 Kia , Optima ,2018,306999.0,Automático,13.3,Gasolina,2.4
 Hyundai , ix35 ,2015,235999.0,Manual,11.8,Gasolina,2
 Honda , CR-V ,2016,321999.0,Automático,9.7,Gasolina,2.4
 Volkswagen , Passat ,2013,237999.0,Automático,9.7,Gasolina,3.6
 Nissan , March ,2019,254999.0,Automático,15.2,Gasolina,1.6
 Mercedes Benz , Clase Cla ,2019,999999.0,Automático,10.4,Gasolina,2
 Toyota , Yaris ,2017,225999.0,Manual,17.5,Gasolina,1.5
 Ford , Eco Sport ,2015,234999.0,Automático,12.5,Gasolina,2
 Ford , Eco Sport ,2018,291999.0,Manual,14.9,Gasolina,1.5
 Jeep , Renegade ,2019,391999.0,Automático,12.2,Gasolina,1.8
 Chevrolet , Cheyenne ,2017,817999.0,Automático,7.7,Gasolina,6.2
 Kia , Sportage ,2016,294999.0,Automático,12.7,Gasolina,2
 Nissan , X Trail ,2019,459999.0,Automático,12.7,Gasolina,2.5
 Volkswagen , Tiguan ,2017,347999.0,Automático,14.9,Gasolina,1.4
 Honda , CR-V ,2017,377999.0,Automático,9.7,Gasolina,1.5
 Chevrolet , Colorado ,2015,400999.0,Automático,9.9,Gasolina,6.2
 Nissan , Versa ,2018,210999.0,Manual,16.4,Gasolina,1.6
 Bmw , X2 ,2019,656999.0,Automático,14.3,Gasolina,"4,4"
 Seat , Leon ,2020,384999.0,Automático,17.9,Gasolina,1.4
 Audi , A3 ,2019,485999.0,Automático,14.3,Gasolina,1.8
 Nissan , March ,2019,236999.0,Automático,15.2,Gasolina,1.6
 Audi , A4 ,2017,441999.0,Automático,15.4,Gasolina,2.5
 Nissan , Versa ,2020,309999.0,Manual,16.4,Gasolina,1.6
 Mazda , Mazda 3 ,2018,324999.0,Automático,9.8,Gasolina,2.5
 Volkswagen , Vento ,2019,254999.0,Automático,14.3,Gasolina,1.6
 Hyundai , Tucson ,2017,354999.0,Automático,14.5,Gasolina,2
 Audi , Q2 ,2020,682999.0,Automático,10.9,Gasolina,1.4
 Mazda , CX-5 ,2019,506999.0,Automático,10.0,Gasolina,2
 Mercedes Benz , Clase Glc ,2020,879999.0,Automático,10.6,Gasolina,2
 Chevrolet , Spark ,2018,209999.0,Manual,18.9,Gasolina,1.4
 Kia , Soul ,2018,355999.0,Automático,14.7,Gasolina,1.6
 Buick , Verano ,2015,257999.0,Automático,9.9,Gasolina,2
 Volkswagen , Vento ,2018,225999.0,Automático,14.3,Gasolina,1.6
 Toyota , Corolla ,2015,247999.0,Automático,15.9,Gasolina,1.8
 Honda , Civic ,2018,352999.0,Automático,16.7,Gasolina,2
 Chevrolet , Trax ,2015,229999.0,Automático,15.2,Gasolina,1.8
 Volkswagen , Jetta A6 ,2018,265999.0,Manual,12.3,Gasolina,2.5
 Kia , Forte ,2020,405999.0,Automático,15.9,Gasolina,2
 Mazda , Cx-3 ,2017,328999.0,Automático,15.4,Gasolina,2
 Mazda , Mazda 3 ,2018,330999.0,Automático,9.8,Gasolina,2.5
 Nissan , Kicks ,2018,318999.0,Automático,5.9,Gasolina,1.6
 Volkswagen , Gol ,2018,223999.0,Manual,17.9,Gasolina,1.6
 Mazda , Mazda 2 ,2018,263999.0,Manual,18.5,Gasolina,1.5
 Mazda , Mazda 3 ,2016,270999.0,Manual,8.9,Gasolina,2
 Volkswagen , Polo ,2020,299999.0,Automático,14.5,Gasolina,1.6
 Honda , Hr-V ,2019,395999.0,Automático,15.2,Gasolina,1.8
 Volkswagen , Tiguan ,2016,305999.0,Automático,14.9,Gasolina,1.4
 Volkswagen , Vento ,2019,229999.0,Automático,14.3,Gasolina,1.6
 Toyota , Sienna ,2013,385999.0,Automático,9.6,Gasolina,3.5
 Chevrolet , Aveo ,2017,187999.0,Manual,17.5,Gasolina,1.6
 Mazda , Cx-3 ,2019,367999.0,Automático,15.4,Gasolina,2
 Volkswagen , Vento ,2017,197999.0,Manual,14.3,Gasolina,1.6
 Mazda , Mazda 3 ,2016,267999.0,Automático,9.8,Gasolina,2.5
 Ford , Fiesta ,2016,197999.0,Automático,16.1,Gasolina,1.6
 Volkswagen , Jetta A6 ,2018,294999.0,Automático,11.8,Gasolina,2.5
 Chevrolet , Aveo ,2020,231999.0,Manual,17.5,Gasolina,1.6
 Bmw , Serie 1 ,2020,598999.0,Automático,13.3,Gasolina,2
 Toyota , Corolla ,2017,312999.0,Automático,9.4,Gasolina,1.8
 Hyundai , Grand i10 ,2020,250999.0,Manual,18.2,Gasolina,1.2
 Dodge , Attitude ,2018,202999.0,Manual,20.4,Gasolina,1.2
 Peugeot , 2008 ,2019,323999.0,Manual,6.1,Gasolina,1.2
 Kia , Sorento ,2016,366999.0,Automático,9.8,Gasolina,2.4
 Buick , Verano ,2015,255999.0,Automático,11.2,Gasolina,2
 Volkswagen , Jetta A6 ,2017,239999.0,Manual,12.3,Gasolina,2
 Honda , Hr-V ,2016,282999.0,Automático,15.2,Gasolina,1.8
 Acura , ILX ,2018,411999.0,Automático,9.8,Gasolina,2.4
 Dodge , Attitude ,2018,212999.0,Manual,20.4,Gasolina,1.2
 Volkswagen , Jetta A6 ,2016,239999.0,Automático,12.7,Gasolina,2
 Nissan , Versa ,2017,232999.0,Automático,18.5,Gasolina,1.6
 Volkswagen , Gol ,2018,200999.0,Manual,14.9,Gasolina,1.6
 Volkswagen , Up ,2017,207999.0,Manual,16.4,Gasolina,1
 Volkswagen , Vento ,2018,215999.0,Manual,14.3,Gasolina,1.6
 Kia , Forte ,2016,237999.0,Automático,15.9,Gasolina,2
 Chevrolet , Trax ,2016,273999.0,Automático,15.2,Gasolina,1.8
 Mercedes Benz , Clase Cla ,2017,471999.0,Automático,15.4,Gasolina,1.6
 Kia , Seltos ,2020,391999.0,Manual,14.6,Gasolina,1.4
 Bmw , Serie 5 ,2018,576999.0,Automático,12.3,Gasolina,4.4
 Mazda , Cx-30 ,2020,499999.0,Automático,13.5,Gasolina,2.5
 Mercedes Benz , Clase C ,2015,479999.0,Automático,9.1,Gasolina,4
 Jeep , Renegade ,2018,412999.0,Automático,12.2,Gasolina,1.8
 Hyundai , Accent ,2019,265999.0,Automático,16.1,Gasolina,1.6
 Nissan , Versa ,2020,324999.0,Automático,18.2,Gasolina,1.6
 Nissan , Versa ,2018,235999.0,Automático,18.2,Gasolina,1.6
 Seat , Leon ,2018,304999.0,Manual,17.9,Gasolina,1.4
 Nissan , Versa ,2017,202999.0,Manual,16.4,Gasolina,1.6
 Volkswagen , Tiguan ,2016,322999.0,Automático,9.9,Gasolina,1.4
 Kia , Rio ,2019,295999.0,Automático,15.6,Gasolina,1.6
 Chevrolet , Spark ,2019,256999.0,Manual,18.5,Gasolina,1.4
 Nissan , Versa ,2017,202999.0,Manual,16.4,Gasolina,1.6
 Volkswagen , Polo ,2018,241999.0,Automático,14.5,Gasolina,1.6
 Chevrolet , Aveo ,2020,249999.0,Manual,17.5,Gasolina,1.6
 Mazda , Mazda 3 ,2016,265999.0,Automático,9.8,Gasolina,2.5
 Chevrolet , Camaro ,2018,673999.0,Automático,8.9,Gasolina,1.6
 Chevrolet , Traverse ,2019,671999.0,Automático,8.7,Gasolina,3.6
 Seat , Leon ,2018,333999.0,Automático,17.9,Gasolina,1.4
 Ford , Lobo ,2016,502999.0,Automático,7.4,Gasolina,1.6
 Chevrolet , Aveo ,2018,212999.0,Manual,17.5,Gasolina,1.6
 Jeep , Patriot ,2015,255999.0,Automático,11.9,Gasolina,2.4
 Jeep , Compass ,2019,435999.0,Automático,12.7,Gasolina,2.4
 Nissan , March ,2019,240999.0,Automático,15.2,Gasolina,1.6
 Infiniti , Q70 ,2016,439999.0,Automático,9.9,Gasolina,2.5
 Nissan , Note ,2017,256999.0,Automático,16.7,Gasolina,1.6
 Mitsubishi , Eclipse Cross ,2020,521999.0,Automático,13.5,Gasolina,1.5
 Hyundai , Creta ,2019,334999.0,Automático,14.3,Gasolina,1.6
 Mazda , Cx-3 ,2019,359999.0,Automático,15.4,Gasolina,2
 Nissan , Maxima ,2017,404999.0,Automático,8.1,Gasolina,1.6
 Nissan , X Trail ,2015,294999.0,Automático,13.2,Gasolina,2.5
 Hyundai , Grand i10 ,2017,197999.0,Automático,16.7,Gasolina,1.2
 Nissan , NP 300 ,2019,429999.0,Manual,9.0,Gasolina,2.5
 Bmw , Serie 1 ,2019,487999.0,Automático,17.9,Gasolina,1.5
 Hyundai , Creta ,2020,388999.0,Automático,14.3,Gasolina,1.6
 Kia , Rio ,2018,239999.0,Manual,15.6,Gasolina,1.6
 Mazda , Cx-3 ,2017,319999.0,Automático,15.4,Gasolina,2
 Volkswagen , Passat ,2017,385999.0,Automático,10.8,Gasolina,2
 Mini , Cooper S ,2017,353999.0,Automático,13.3,Gasolina,2
 Kia , Sportage ,2016,315999.0,Automático,12.7,Gasolina,2
 Ford , Explorer ,2013,321999.0,Automático,9.3,Gasolina,4
 Ford , Fiesta ,2016,202999.0,Automático,16.1,Gasolina,1.6
 Jeep , Renegade ,2020,411999.0,Automático,12.2,Gasolina,1.8
 Chevrolet , Spark ,2017,210999.0,Manual,18.5,Gasolina,1.4
 Kia , Rio ,2018,266999.0,Manual,15.6,Gasolina,1.6
 Mazda , CX-5 ,2017,370999.0,Automático,9.8,Gasolina,2.5
 Dodge , Attitude ,2017,188999.0,Manual,20.4,Gasolina,1.2
 Seat , Toledo ,2016,226999.0,Automático,15.4,Gasolina,1.4
 Chevrolet , Trax ,2019,330999.0,Automático,15.2,Gasolina,1.8
 Mercedes Benz , Clase C ,2015,409999.0,Automático,11.1,Gasolina,2
 Nissan , Sentra ,2017,219999.0,Manual,14.3,Gasolina,1.8
 Toyota , Prius ,2017,312999.0,Automático,31.3,Gasolina,1.8
 Ford , Eco Sport ,2016,246999.0,Automático,12.5,Gasolina,2
 Nissan , X Trail ,2016,301999.0,Automático,13.2,Gasolina,2.5
 Kia , Rio ,2018,244999.0,Manual,15.6,Gasolina,1.6
 Bmw , X1 ,2019,552999.0,Automático,11.8,Gasolina,1.5
 Nissan , March ,2017,199999.0,Automático,15.2,Gasolina,1.6
 Mini , Cooper ,2018,414999.0,Automático,17.5,Gasolina,1.5
 Ford , Figo ,2021,196999.0,Automático,17.2,Gasolina,1.5
 Suzuki , Ertiga ,2021,378999.0,Automático,15.4,Gasolina,1
 Honda , CR-V ,2013,268999.0,Automático,8.4,Gasolina,2.4
 Nissan , Versa ,2017,203999.0,Manual,16.4,Gasolina,1.6
 Seat , Leon ,2018,317999.0,Manual,17.9,Gasolina,1.4
 Nissan , X Trail ,2021,651999.0,Automático,13.2,Gasolina,2.5
 Volkswagen , Jetta A7 ,2019,363999.0,Automático,15.9,Gasolina,1.4
 Nissan , Sentra ,2021,381999.0,Automático,17.2,Gasolina,1.8
 Audi , A4 ,2018,458999.0,Automático,15.4,Gasolina,2.5
 Mercedes Benz , Clase Glc ,2018,904999.0,Automático,10.6,Gasolina,2
 Hyundai , Tucson ,2017,339999.0,Automático,14.5,Gasolina,2
 Chevrolet , Colorado ,2022,984999.0,Automático,11.1,Gasolina,1.8
 Volkswagen , T-Cross ,2020,374999.0,Automático,14.3,Gasolina,1.6
 Bmw , X2 ,2020,729999.0,Automático,14.3,Gasolina,1.5
 Subaru , Forester ,2021,697999.0,Automático,14.5,Gasolina,1.6
 Nissan , March ,2018,223999.0,Manual,16.1,Gasolina,1.6
 Volkswagen , Jetta Clasico A4 ,2015,198999.0,Automático,11.8,Gasolina,2
 Hyundai , Grand i10 ,2021,275999.0,Manual,18.2,Gasolina,1.2
 Chevrolet , Aveo ,2018,212999.0,Automático,16.7,Gasolina,1.6
 Suzuki , Ciaz ,2017,231999.0,Automático,17.2,Gasolina,1
 Kia , Sportage ,2019,419999.0,Automático,12.7,Gasolina,2
 Hyundai , Elantra ,2018,268999.0,Automático,17.5,Gasolina,2
 Volkswagen , Vento ,2018,230999.0,Automático,14.3,Gasolina,1.6
 Nissan , NP 300 ,2018,420999.0,Manual,9.0,Gasolina,2.5
 Volkswagen , Tiguan ,2013,268999.0,Automático,9.9,Gasolina,1.4
 Mazda , Cx-30 ,2020,479999.0,Automático,13.5,Gasolina,2.5
 Volkswagen , Up ,2017,187999.0,Manual,16.4,Gasolina,1
 Mini , Cooper ,2020,503999.0,Automático,17.5,Gasolina,1.5
 Kia , Forte ,2017,251999.0,Manual,15.9,Gasolina,2
 Seat , Ateca ,2019,494999.0,Automático,17.9,Gasolina,1.4
 Peugeot , 208 ,2019,284999.0,Manual,16.9,Gasolina,1.2
 Kia , Forte ,2016,235999.0,Automático,15.9,Gasolina,2
 Buick , Envision ,2017,410999.0,Automático,12.7,Gasolina,2
 Volkswagen , Tiguan ,2018,428999.0,Automático,14.9,Gasolina,1.4
 Volkswagen , Jetta A6 ,2018,272999.0,Manual,12.3,Gasolina,2
 Nissan , Sentra ,2015,215999.0,Automático,17.2,Gasolina,1.8
 Bmw , Serie 3 ,2017,466999.0,Automático,12.0,Gasolina,2
 Mazda , Mazda 3 ,2020,382999.0,Automático,9.8,Gasolina,2.5
 Mini , John Cooper Works ,2018,552999.0,Automático,11.1,Gasolina,2
 Nissan , March ,2018,203999.0,Manual,16.1,Gasolina,1.6
 Mazda , Mazda 3 ,2017,306999.0,Automático,10.2,Gasolina,2.5
 Ford , Eco Sport ,2016,245999.0,Automático,12.5,Gasolina,2
 Dodge , Journey ,2017,374999.0,Automático,8.2,Gasolina,3.6
 Mazda , Mazda 3 ,2016,267999.0,Automático,9.8,Gasolina,2.5
 Mitsubishi , Mirage ,2017,167999.0,Manual,21.3,Gasolina,1.2
 Volkswagen , Vento ,2020,280999.0,Automático,14.3,Gasolina,1.6
 Kia , Sorento ,2016,384999.0,Automático,9.8,Gasolina,3.3
 Nissan , Sentra ,2018,254999.0,Manual,14.3,Gasolina,1.8
 Volkswagen , Golf A7 ,2016,300999.0,Automático,17.2,Gasolina,1.4
 Ford , Fiesta ,2016,195999.0,Manual,16.1,Gasolina,1.6
 Honda , CR-V ,2013,275999.0,Automático,8.4,Gasolina,2.4
 Bmw , Serie 3 ,2014,310999.0,Automático,11.8,Gasolina,2
 Toyota , C-Hr ,2018,373999.0,Automático,14.3,Gasolina,2
 Nissan , March ,2019,258999.0,Automático,15.2,Gasolina,1.6
 Volkswagen , Vento ,2019,237999.0,Automático,14.3,Gasolina,1.6
 Seat , Ibiza ,2018,264999.0,Manual,15.9,Gasolina,1.6
 Mercedes Benz , Clase Gle ,2017,744999.0,Automático,8.9,Gasolina,3
 Renault , Captur ,2018,247999.0,Manual,14.9,Gasolina,2
 Renault , Sandero ,2017,187999.0,Manual,14.5,Gasolina,1.6
 Suzuki , S-Cross ,2018,350999.0,Automático,15.4,Gasolina,1.4
 Nissan , Altima ,2017,310999.0,Automático,9.4,Gasolina,3.5
 Chevrolet , Trax ,2020,338999.0,Automático,15.2,Gasolina,1.8
 Volkswagen , Vento ,2019,248999.0,Manual,14.3,Gasolina,1.6
 Mazda , Mazda 3 ,2019,350999.0,Automático,9.8,Gasolina,2.5
 Chevrolet , Sonic ,2017,195999.0,Manual,14.5,Gasolina,1.6
 Kia , Sportage ,2019,405999.0,Automático,12.7,Gasolina,2
 Chevrolet , Spark ,2017,197999.0,Manual,17.9,Gasolina,1.4
 Bmw , X4 ,2017,732999.0,Automático,10.0,Gasolina,3
 Honda , BR-V ,2019,351999.0,Automático,6.3,Gasolina,2.4
 Chevrolet , Trax ,2019,305999.0,Manual,16.9,Gasolina,1.8
 Kia , Forte ,2018,282999.0,Manual,13.2,Gasolina,2
 Volkswagen , Up ,2018,236999.0,Manual,16.4,Gasolina,1
 Audi , Q5 Quattro ,2020,918999.0,Automático,11.2,Gasolina,2
 Kia , Rio ,2018,236999.0,Manual,15.6,Gasolina,1.6
 Hyundai , Grand i10 ,2018,233999.0,Automático,16.7,Gasolina,1.2
 Mercedes Benz , Clase Glk ,2015,385999.0,Automático,7.4,Gasolina,3
